,0,1,2,3,4,5,6,7,8,9,10,11
3520,25.42,8.35,6.887,15.164,34.88,5.555,15.93,15.484,5.46,9.055,8.19,9.22
3521,8.81,13.08,24.72,13.47,21.08,12.74,6.82,13.61,14.09,11.11,9.74,10.74
3522,17.31,94.0,159.8,38.3,119.94,144.1,5.266,10.15,8.73,14.055,5.79,8.336
3523,12.93,21.19,65.5,20.84,14.55,24.56,13.08,24.58,46.97,12.44,7.977,57.2
3524,8.84,16.25,13.88,7.26,10.1,34.56,15.23,13.29,11.56,14.24,14.99,25.9
3525,8.55,18.14,8.93,13.39,8.42,84.9,7.4,10.27,18.28,10.695,8.61,4.277
3526,6.14,17.94,26.66,10.62,4.703,34.94,12.84,8.9,8.414,10.2,8.75,12.93
3527,6.766,15.66,21.08,7.695,8.69,41.06,74.56,7.562,8.23,8.984,10.81,45.5
3528,29.17,47.2,6.344,53.94,13.3,22.58,3.383,9.83,24.44,26.92,26.84,30.25
3529,10.39,8.336,9.12,5.48,9.84,9.46,11.4,6.418,4.938,0.3025,0.4094,1.432
3530,4.83,7.105,9.77,4.977,5.79,9.305,5.062,9.69,36.88,7.77,2.635,1.672
3531,34.53,143.2,17.94,75.3,6.645,93.7,4.902,7.67,28.95,14.97,18.9,20.6
3532,8.195,21.62,2.451,13.31,3.951,15.164,15.23,14.445,18.53,22.45,8.84,8.75
3533,13.234,2.414,3.213,5.395,3.762,3.64,3.523,23.25,10.89,8.02,4.047,4.504
3534,13.266,27.55,12.47,18.44,6.605,28.92,12.77,14.95,8.805,2.523,1.462,1.972
3535,10.09,36.06,15.48,21.05,4.855,50.28,24.88,12.24,10.33,3.592,3.078,5.035
3536,30.83,10.74,5.246,12.16,19.25,6.58,19.88,6.12,25.83,5.027,3.254,5.64
3537,8.266,18.0,33.97,8.484,30.45,25.16,13.59,9.74,6.07,4.617,1.725,2.025
3538,5.82,1.878,8.89,4.777,17.81,4.234,4.164,26.9,5.13,2.102,101.0,1.917
3539,7.75,15.84,10.99,8.79,9.94,18.11,10.086,10.27,12.305,7.273,4.93,5.844
3540,10.28,3.137,4.84,5.13,19.64,2.324,4.312,9.11,160.8,2.36,2.08,4.84
3541,15.164,15.69,14.42,16.61,21.44,13.67,11.87,6.773,17.7,19.66,12.16,9.695
3542,14.96,5.543,32.28,8.18,44.06,7.703,5.86,1.814,9.32,2.799,3.709,9.266
3543,13.836,36.12,62.4,18.88,25.47,42.97,10.87,7.074,7.953,11.51,4.414,3.883
3544,13.96,18.0,39.9,13.586,21.25,29.86,12.01,15.14,16.06,14.055,9.04,10.44
3545,64.5,20.17,69.5,49.12,78.3,61.03,7.355,11.48,15.2,8.8,11.38,24.06
3546,37.66,56.84,89.3,45.1,42.34,95.44,98.1,31.7,53.12,52.25,42.88,57.25
3547,41.8,15.14,18.17,23.62,39.06,12.19,9.21,2.586,3.496,4.504,3.201,1.755
3548,39.8,44.47,50.38,48.44,36.16,55.4,26.16,15.3,21.31,21.2,27.61,21.5
3549,13.42,14.26,8.57,17.3,21.27,11.84,4.16,6.742,33.75,12.336,16.81,23.42
3550,15.4,38.66,5.984,31.56,8.164,13.38,10.75,2.479,3.367,11.3,18.56,36.3
3551,34.03,15.28,14.625,24.17,38.1,15.234,23.95,5.465,17.94,10.29,7.953,6.71
3552,20.53,56.5,9.32,42.53,11.78,26.64,29.66,2.934,7.65,13.41,19.12,22.19
3553,18.47,14.28,27.9,16.16,43.06,15.89,10.164,9.766,17.9,3.105,3.193,4.227
3554,25.25,58.28,104.94,41.7,25.89,83.1,67.25,73.1,38.6,13.82,15.35,21.16
3555,8.41,29.23,15.91,12.18,8.97,73.9,4.094,6.87,8.66,7.605,9.72,11.16
3556,19.52,68.6,34.72,46.38,10.38,127.7,51.2,34.16,27.3,18.95,15.625,19.78
3557,30.92,106.0,44.7,45.7,29.98,105.9,39.0,20.6,42.44,21.45,15.4,17.25
3558,41.38,26.05,8.13,39.78,13.27,13.4,29.14,26.36,7.62,5.766,12.875,28.38
3559,20.92,16.56,20.28,17.44,19.22,26.14,5.08,18.88,22.64,15.766,10.33,7.082
3560,6.28,22.7,72.2,14.58,10.05,18.23,14.86,18.75,7.766,7.08,5.08,4.65
3561,8.36,10.18,48.06,8.18,13.81,12.99,2.623,3.549,8.07,4.8,4.098,5.78
3562,17.62,65.4,12.72,25.14,10.17,80.1,8.98,11.125,28.98,12.24,10.56,17.31
3563,29.73,19.0,39.3,22.16,62.0,16.17,14.01,13.39,10.38,9.414,7.63,10.5
3564,14.04,6.96,53.25,8.586,36.97,18.73,3.842,5.438,18.42,7.645,5.324,8.02
3565,17.89,46.47,92.6,29.45,16.8,74.75,8.12,5.656,15.984,15.66,16.77,15.8
3566,13.66,29.06,8.12,20.11,7.63,13.41,23.25,21.19,18.19,8.06,5.78,11.56
3567,24.83,31.1,25.08,28.66,23.45,30.31,19.66,7.773,7.445,11.99,14.664,14.08
3568,8.35,4.12,57.06,5.914,22.1,9.36,3.639,8.94,19.55,6.46,4.605,7.6
3569,17.03,34.22,16.38,26.36,18.44,37.66,5.152,6.7,14.484,9.95,10.14,13.84
3570,8.86,16.19,22.7,8.164,21.06,27.62,8.336,11.52,24.66,11.79,7.863,5.203
3571,17.55,13.85,30.98,14.32,14.57,24.84,3.865,2.988,23.02,13.14,17.55,22.25
3572,15.6,40.8,15.56,27.61,9.34,37.88,26.12,23.05,15.18,12.4,12.484,25.94
3573,20.12,19.45,11.78,22.38,19.0,12.56,5.418,6.043,12.76,9.38,5.523,6.47
3574,9.19,26.05,47.97,16.0,26.45,40.3,30.28,43.3,6.65,1.904,2.662,2.566
3575,11.43,7.336,69.0,7.24,29.94,4.695,10.47,5.375,4.496,1.857,4.074,6.29
3576,14.734,15.445,45.38,14.77,31.92,24.52,5.46,3.723,8.21,8.81,7.047,13.88
3577,34.72,21.64,12.69,36.7,8.78,17.56,27.31,49.9,40.5,40.4,32.22,32.28
3578,11.9,22.61,13.24,20.23,12.64,21.83,14.734,5.25,14.51,8.945,7.336,9.34
3579,10.9,18.58,51.9,12.81,45.47,27.34,10.95,6.39,9.51,6.105,7.18,20.2
3580,34.97,17.97,36.03,22.2,55.22,7.344,11.46,2.87,15.27,4.645,6.223,14.164
3581,22.38,143.9,20.06,136.1,50.88,96.56,40.97,54.6,57.38,194.1,19.25,13.41
3582,7.164,28.64,14.33,13.516,5.832,39.4,10.96,6.816,3.969,7.56,14.46,12.43
3583,18.77,11.52,41.44,13.54,24.98,18.17,3.734,4.086,2.621,1.212,1.393,1.998
3584,14.79,24.56,28.16,17.47,19.67,24.17,15.89,2.273,12.5,18.11,12.945,8.83
3585,17.62,23.48,8.29,30.27,12.875,2.473,12.48,0.7383,2.568,11.734,14.91,15.164
3586,33.0,14.47,26.0,19.72,60.8,11.51,13.766,12.51,24.72,10.59,6.36,5.832
3587,15.16,10.94,33.62,10.57,26.38,10.75,2.871,9.18,21.5,8.7,5.2,5.656
3588,8.414,10.914,10.38,11.6,7.36,10.72,25.22,5.438,2.705,3.23,4.89,6.34
3589,7.508,8.14,23.45,6.34,4.152,11.73,4.363,7.516,8.484,5.582,3.805,5.492
3590,17.2,67.9,120.94,32.28,36.28,97.3,24.92,13.71,19.7,19.45,19.69,23.92
3591,44.78,53.44,79.7,45.84,38.38,64.9,18.39,14.1,17.17,12.1,7.383,23.98
3592,25.19,14.75,37.38,16.31,47.22,13.58,7.633,12.04,17.95,43.38,52.72,10.93
3593,14.95,26.6,44.38,19.94,60.25,34.66,12.484,18.4,9.12,4.05,7.14,7.938
3594,29.14,29.03,22.22,31.55,37.1,25.66,7.38,5.664,13.625,5.027,4.387,5.56
3595,10.875,32.7,43.4,16.84,4.38,75.8,8.52,1.829,9.055,9.03,6.87,27.58
3596,13.43,11.42,37.88,11.836,17.73,33.5,5.973,7.863,4.742,3.951,5.61,7.035
3597,25.38,21.67,10.92,17.47,7.953,14.54,36.6,1.772,9.15,13.586,6.305,6.645
3598,26.45,145.8,17.98,68.2,16.92,148.9,3.105,3.09,28.75,19.42,14.37,54.9
3599,17.06,68.9,12.94,38.56,9.02,64.9,5.848,8.055,18.53,24.23,27.34,30.5
3600,24.52,91.25,198.0,30.88,78.56,231.4,23.55,62.44,15.64,9.33,9.67,17.03
3601,14.75,35.38,38.94,19.92,17.83,62.88,16.77,4.25,8.51,5.344,6.69,9.71
3602,18.88,16.33,16.8,17.86,15.75,11.2,9.42,5.785,7.746,6.34,6.594,6.605
3603,27.84,76.56,15.234,62.34,6.29,37.22,12.03,10.23,40.03,27.6,23.84,49.3
3604,42.6,43.88,71.4,46.47,42.47,45.7,11.78,62.38,1.477,3.633,3.305,13.984
3605,18.5,26.61,79.8,22.45,18.3,33.72,1.356,2.947,8.44,17.25,8.54,11.05
3606,39.78,32.22,76.56,38.62,85.1,43.47,16.84,5.38,7.477,6.156,10.35,34.78
3607,25.56,6.426,93.4,14.29,48.5,8.44,4.027,10.47,13.99,3.61,4.54,5.105
3608,63.12,28.58,80.5,63.25,70.56,33.88,24.33,18.36,11.95,9.516,14.3,16.52
3609,48.3,105.3,69.3,75.7,38.94,87.2,130.9,22.27,10.47,7.91,24.39,84.75
3610,40.25,50.28,86.25,36.62,119.0,62.03,21.02,17.44,30.52,16.9,20.17,21.95
3611,25.77,17.77,23.95,13.49,78.4,20.77,12.38,12.83,7.53,3.596,5.5,6.66
3612,13.09,32.94,6.676,26.45,6.01,8.914,4.508,10.58,11.62,16.3,16.23,16.8
3613,34.62,6.656,6.215,9.11,4.176,6.09,4.797,0.6914,3.375,7.277,15.33,5.77
3614,37.1,11.15,72.94,15.78,95.06,30.1,10.29,4.215,16.56,8.39,9.53,18.3
3615,59.2,37.16,25.56,41.12,33.7,38.88,4.363,10.56,39.3,24.2,35.7,41.7
3616,9.95,49.72,10.375,13.72,9.41,48.88,7.44,7.76,13.55,5.29,5.613,10.66
3617,12.54,20.98,35.25,12.42,66.44,34.16,8.56,7.902,19.81,6.234,5.715,7.36
3618,24.72,63.25,65.5,27.78,22.88,121.3,8.875,2.553,5.836,24.11,22.1,37.47
3619,6.887,16.78,83.7,8.11,16.8,20.61,4.395,6.117,44.53,12.03,4.75,3.64
3620,8.734,15.836,87.5,9.7,14.16,30.7,2.525,5.05,7.203,1.457,3.314,4.207
3621,38.8,24.28,56.78,25.62,37.47,46.7,10.945,9.73,20.34,14.19,9.18,10.125
3622,15.15,37.4,119.1,27.34,10.086,56.53,11.305,10.89,29.8,24.75,7.945,13.586
3623,71.0,100.7,133.9,86.8,73.56,131.2,15.68,4.113,10.984,10.734,28.95,46.84
3624,7.312,34.2,44.5,11.88,12.766,99.2,5.527,9.17,13.95,8.07,10.91,13.805
3625,26.42,73.9,15.19,46.9,17.61,57.6,22.06,13.79,12.59,14.08,23.4,38.62
3626,22.66,2.803,2.422,9.234,3.846,1.729,9.47,4.74,11.195,8.39,3.434,2.43
3627,20.27,72.06,19.52,37.4,16.25,46.94,46.97,14.48,11.88,15.56,23.7,30.27
3628,22.34,14.125,26.78,11.625,20.1,22.17,7.41,5.984,6.957,9.33,11.664,10.91
3629,4.77,12.74,33.0,6.96,6.29,26.53,3.182,4.504,4.984,3.566,5.645,3.72
3630,14.516,22.44,25.14,17.4,21.48,28.06,6.957,10.27,20.44,18.52,12.67,40.56
3631,10.234,55.1,15.27,22.75,8.336,51.56,28.4,8.26,7.08,13.41,16.95,32.8
3632,6.125,7.11,3.025,62.75,2.438,3.53,1.807,0.5435,1.189,3.174,9.59,3.457
3633,3.873,13.13,30.72,7.273,9.29,43.5,4.625,3.32,16.31,3.424,4.69,3.295
3634,17.2,12.03,20.08,13.86,57.84,17.47,3.857,3.021,5.793,17.67,21.05,10.86
3635,23.92,8.03,5.42,26.47,6.75,5.066,3.496,3.094,1.743,2.062,17.08,3.684
3636,19.95,8.65,8.66,11.71,13.94,7.57,10.83,4.77,19.39,4.344,6.01,6.105
3637,16.03,23.92,6.85,25.1,10.5,9.34,3.164,64.75,42.38,33.84,19.7,27.62
3638,21.19,9.11,24.33,12.13,61.53,18.64,14.84,1.111,10.484,4.723,4.367,6.207
3639,12.04,31.64,26.69,16.3,20.84,52.5,4.906,3.463,8.305,7.58,4.24,7.746
3640,32.78,13.33,6.203,24.53,14.74,6.758,3.37,2.342,5.09,7.137,7.918,7.348
3641,7.59,8.25,41.0,4.484,18.36,13.52,3.096,7.344,10.375,3.268,1.429,1.877
3642,18.78,31.81,14.49,26.58,19.14,27.75,11.12,22.86,2.377,3.008,1.9795,6.227
3643,4.48,11.72,8.03,6.227,4.484,46.97,9.086,20.64,22.72,3.814,3.562,3.168
3644,5.566,42.22,3.2,14.33,2.39,28.8,3.66,9.97,8.695,1.209,2.219,8.11
3645,12.46,29.72,6.56,24.4,5.438,24.64,1.438,6.746,5.13,11.29,12.64,15.46
3646,32.62,12.19,11.77,14.19,26.45,11.35,1.72,2.771,11.48,4.133,3.543,3.826
3647,9.63,9.28,26.22,7.133,13.41,24.06,17.98,4.598,3.754,3.924,9.625,4.523
3648,15.85,43.06,16.06,27.17,13.05,46.5,3.33,1.144,5.066,7.67,4.383,3.582
3649,23.95,33.03,27.0,28.58,143.1,26.4,19.42,5.766,28.36,16.03,19.67,25.4
3650,7.656,21.66,25.53,11.32,11.99,45.34,10.34,9.12,6.66,1.076,1.499,2.826
3651,49.3,21.06,20.8,26.38,33.16,20.89,7.758,6.16,11.87,10.4,19.02,20.45
3652,25.72,25.67,50.1,20.44,41.97,54.66,2.92,1.603,16.39,12.49,16.4,33.2
3653,57.53,30.0,42.75,40.56,68.44,33.34,261.5,34.38,6.492,5.316,5.473,10.5
3654,11.97,6.824,14.945,8.42,18.03,10.48,2.242,3.771,11.984,2.797,3.242,3.768
3655,18.8,17.52,36.78,11.17,35.72,22.16,11.055,14.57,15.68,4.22,12.31,3.748
3656,17.69,41.16,26.1,23.55,14.31,45.88,16.2,5.734,8.11,2.676,3.822,8.81
3657,14.24,34.12,56.62,23.19,117.3,43.94,3.037,24.22,17.42,9.65,8.55,10.79
3658,36.66,8.09,3.066,13.27,50.8,3.986,6.566,5.664,21.28,8.08,4.77,4.387
3659,13.62,12.336,4.03,13.36,24.86,12.0,5.18,15.48,7.82,9.836,16.52,6.59
3660,5.008,16.45,12.375,6.61,3.607,53.12,2.947,4.02,4.656,3.727,4.504,3.969
3661,6.75,7.227,9.32,9.6,6.14,17.73,5.676,6.992,8.766,7.977,5.89,7.05
3662,14.836,64.75,15.27,39.16,4.055,57.28,4.863,18.12,8.18,6.008,11.44,11.13
3663,12.984,26.81,2.566,102.5,8.15,4.38,5.285,4.805,6.266,12.72,11.4,14.5
3664,9.625,34.72,7.45,10.19,8.52,19.58,2.21,3.924,16.55,22.1,7.316,8.46
3665,16.77,11.31,11.51,13.85,48.0,7.582,2.2,12.44,18.73,8.61,7.832,10.0
3666,10.9,11.695,45.34,11.52,15.086,22.86,4.22,13.89,8.93,6.24,5.227,9.8
3667,12.37,22.14,11.85,22.16,7.598,12.74,21.66,14.516,15.8,5.72,8.8,15.47
3668,13.945,8.33,19.05,11.64,19.4,11.04,13.414,13.45,20.28,10.39,16.34,7.168
3669,7.734,26.0,11.5,13.8,7.633,30.16,6.86,13.08,20.1,9.375,3.95,4.992
3670,23.48,37.12,36.22,25.34,26.4,43.34,7.24,8.31,24.45,14.28,9.25,35.4
3671,1.343,43.47,4.68,25.48,0.168,10.41,0.2598,11.03,7.973,7.094,16.44,42.2
3672,29.1,12.12,18.11,27.25,23.47,9.85,32.34,64.94,12.14,7.113,5.816,13.62
3673,8.3,31.78,5.574,21.02,5.1,31.11,5.414,13.734,15.82,12.836,14.08,9.89
3674,37.9,12.695,14.13,23.75,48.75,11.664,8.484,11.484,28.48,17.62,8.43,8.21
3675,39.12,33.4,34.88,24.77,59.84,48.66,3.598,6.3,23.3,13.03,9.36,6.53
3676,18.38,77.4,61.75,35.12,28.75,74.5,7.78,30.11,34.88,48.03,40.5,46.4
3677,13.414,24.88,62.94,14.07,27.86,44.03,22.39,4.43,4.477,10.19,12.9,17.34
3678,14.96,35.88,20.1,21.28,10.336,82.6,14.055,13.164,39.5,27.33,11.85,8.9
3679,16.61,72.25,37.53,57.4,13.46,52.22,57.0,22.48,9.48,11.23,6.13,3.543
3680,8.586,20.33,6.133,49.4,6.35,7.543,70.44,26.4,11.92,11.11,7.6,6.18
3681,11.27,15.53,33.97,12.234,29.19,18.56,27.73,9.12,7.375,7.21,7.22,11.85
3682,27.81,16.12,12.03,16.39,10.78,15.49,4.402,3.846,8.8,8.4,10.09,8.8
3683,5.53,30.84,11.09,12.63,7.105,23.19,10.39,13.66,8.51,5.12,5.414,10.05
3684,34.28,67.9,34.2,64.4,26.84,28.11,27.3,8.0,16.69,23.88,25.53,72.1
3685,38.78,18.55,7.17,22.73,4.184,13.375,37.56,2.414,5.355,14.664,9.78,11.33
3686,6.71,20.4,52.2,10.54,48.6,35.9,13.33,9.22,8.11,10.19,9.37,5.42
3687,29.03,55.06,49.62,49.3,40.1,52.12,13.62,10.11,7.1,8.875,18.7,16.7
3688,3.875,18.02,2.809,11.17,2.018,14.24,2.264,7.36,6.758,7.0,4.26,6.754
3689,6.125,9.945,4.215,10.46,5.777,4.742,18.25,9.99,12.95,7.594,6.38,4.613
3690,42.8,32.03,30.53,40.75,32.22,36.53,6.086,4.336,3.576,3.418,5.285,15.4
3691,58.38,91.6,34.12,86.8,38.8,64.56,38.66,3.871,2.652,4.215,7.16,26.17
3692,55.56,54.22,30.98,63.06,25.25,45.66,6.45,3.938,37.03,12.52,20.11,22.22
3693,10.27,50.16,26.14,18.1,15.35,100.4,3.709,5.387,8.38,9.28,6.984,9.25
3694,3.98,9.234,29.1,2.746,10.06,32.2,15.51,4.188,2.82,2.56,3.586,3.742
3695,12.74,65.1,5.57,25.75,7.297,19.12,9.16,10.125,18.78,25.31,31.92,23.34
3696,7.53,20.5,36.8,12.336,10.74,28.67,4.535,5.26,16.06,7.36,7.027,7.34
3697,18.11,13.18,27.23,12.625,43.7,23.73,5.04,5.64,34.06,5.086,3.922,3.64
3698,78.56,118.2,15.586,139.8,30.89,54.9,47.03,10.33,13.89,12.26,13.22,17.16
3699,11.945,13.29,23.9,11.04,11.67,28.69,3.916,10.66,7.7,8.016,9.03,12.375
3700,10.22,53.78,9.945,25.98,7.375,45.94,15.91,7.516,23.8,13.39,18.98,26.14
3701,6.43,9.695,19.84,9.15,12.31,11.625,7.227,20.84,15.4,11.49,5.64,6.55
3702,6.156,45.03,3.777,47.28,3.328,14.375,26.97,20.44,11.05,4.93,4.516,44.12
3703,43.97,49.66,9.03,52.06,24.55,32.22,16.8,9.39,12.55,9.76,5.387,9.38
3704,26.34,58.2,59.2,48.66,35.47,46.6,5.176,8.63,20.98,15.25,20.39,21.52
3705,37.88,17.53,4.105,96.06,8.48,4.9,19.83,33.1,24.84,7.504,7.59,11.85
3706,15.96,24.44,7.32,30.64,3.23,12.125,13.4,4.215,22.4,12.88,12.4,12.13
3707,14.555,9.02,52.4,9.66,28.67,36.28,39.2,8.38,14.914,35.3,6.234,13.08
3708,10.48,29.98,36.66,16.34,14.17,40.12,19.56,24.11,26.61,17.45,16.47,12.11
3709,7.684,78.4,13.59,24.4,3.012,121.06,9.414,6.02,8.58,14.61,16.55,18.92
3710,18.45,38.9,23.73,27.72,19.27,42.38,14.09,6.605,8.1,12.7,10.195,22.81
3711,10.45,50.97,16.72,27.69,4.29,69.2,6.695,11.336,37.9,33.62,30.25,34.8
3712,27.48,15.17,7.867,18.38,56.66,12.17,5.32,7.81,17.33,5.434,6.176,7.746
3713,21.94,23.19,16.2,32.47,17.27,20.16,4.31,4.906,13.65,18.88,19.89,17.88
3714,26.9,60.5,12.01,39.0,16.34,43.9,15.85,20.33,42.3,48.47,49.9,57.4
3715,7.887,6.81,12.83,7.285,27.55,9.37,1.569,5.957,5.168,1.669,2.152,3.924
3716,18.5,6.418,4.727,7.79,13.016,5.38,7.316,2.559,19.86,2.658,3.576,3.578
3717,19.83,5.15,7.94,10.81,19.4,4.426,7.39,4.54,8.12,9.34,8.945,7.12
3718,41.7,20.33,11.01,19.58,18.69,18.3,11.85,3.895,11.55,19.25,14.3,13.64
3719,15.29,24.39,13.4,23.66,12.45,19.84,3.658,4.258,4.395,3.47,7.81,9.36
3720,11.96,24.95,35.2,15.74,14.49,46.03,12.65,20.86,25.53,12.13,14.555,11.484
3721,21.05,3.227,12.28,9.52,66.25,5.023,7.133,5.996,6.727,4.254,3.46,4.445
3722,29.28,30.92,18.0,34.0,19.94,25.3,14.95,17.81,21.0,30.5,33.84,37.56
3723,16.9,19.55,15.1,17.75,26.81,14.24,28.64,5.965,19.25,7.71,7.234,11.95
3724,20.92,16.4,36.56,18.55,17.88,14.93,5.67,7.46,13.164,5.9,12.79,8.7
3725,33.7,17.75,30.03,18.95,36.12,23.25,20.94,2.672,3.88,5.08,8.14,9.38
3726,8.23,31.05,25.58,15.16,7.01,61.53,20.81,9.03,22.58,22.77,23.61,15.47
3727,36.97,41.78,49.9,41.2,45.62,43.28,9.734,1.946,7.105,37.9,15.78,26.33
3728,43.22,64.2,16.11,105.5,8.84,34.3,7.008,4.74,5.723,9.69,21.78,37.72
3729,17.38,15.08,12.375,14.94,14.22,12.64,16.86,13.53,18.52,11.86,7.66,8.23
3730,16.8,43.28,34.84,32.12,18.75,48.44,7.16,17.33,16.69,10.305,8.63,17.06
3731,32.53,30.9,69.1,23.23,49.88,36.47,4.773,7.445,6.184,5.434,4.42,7.395
3732,9.99,37.16,26.4,18.27,10.945,45.06,80.1,5.57,3.713,4.285,6.79,5.875
3733,11.664,8.59,3.953,8.54,12.81,8.21,7.074,10.26,16.23,10.18,6.473,4.566
3734,16.3,9.39,56.75,11.89,31.55,9.83,4.008,4.49,4.855,2.703,2.27,3.594
3735,88.0,28.8,98.6,38.84,149.5,38.06,15.984,5.42,18.75,12.11,9.195,15.72
3736,26.39,9.79,20.95,9.04,45.03,7.863,33.44,6.895,5.508,10.516,10.516,7.55
3737,8.8,9.83,30.05,9.54,14.86,13.586,5.32,5.633,12.03,4.746,5.074,6.312
3738,9.2,27.45,18.42,10.83,11.01,33.38,10.58,11.375,9.39,9.63,14.234,12.98
3739,10.234,7.25,14.016,8.93,20.52,4.95,18.34,4.836,12.11,5.625,5.246,4.496
3740,29.2,22.22,11.49,23.88,11.77,13.21,17.72,10.69,15.38,10.234,7.35,6.844
3741,8.19,45.0,5.03,14.5,4.742,44.22,5.246,6.793,21.08,22.83,9.58,4.77
3742,49.62,22.8,16.27,23.27,19.14,19.1,0.772,5.363,47.72,16.48,18.05,12.02
3743,59.3,15.58,15.48,28.73,39.03,16.75,6.28,7.375,8.71,4.492,4.785,7.44
3744,3.129,26.9,3.967,6.88,4.355,15.54,8.875,7.168,8.38,8.09,10.06,13.59
3745,7.527,3.617,10.586,3.639,23.25,2.914,6.023,5.133,2.307,1.721,2.025,1.328
3746,12.87,14.08,17.53,11.31,44.94,15.625,3.018,29.97,31.67,6.402,10.445,9.46
3747,37.12,33.97,48.72,33.2,51.88,39.75,9.45,0.926,21.9,14.99,18.94,25.14
3748,12.22,17.86,68.7,6.48,34.22,24.86,19.8,4.74,5.34,2.484,5.188,7.992
3749,4.312,4.508,1.634,9.12,4.344,3.154,13.69,22.9,7.992,4.336,4.3,4.375
3750,4.45,22.23,3.057,10.87,3.986,5.496,21.69,14.45,7.418,5.52,3.795,3.19
3751,11.92,124.8,11.125,32.94,6.57,70.06,5.09,8.04,27.47,35.2,41.03,30.58
3752,55.03,10.18,4.035,18.81,34.88,5.797,6.63,11.336,14.21,6.42,5.562,5.555
3753,6.62,6.086,24.98,6.027,6.004,13.07,4.484,11.75,4.76,4.28,5.62,6.69
3754,10.89,62.53,5.41,21.38,6.0,52.84,3.025,9.79,10.914,12.74,11.125,24.02
3755,4.785,3.133,3.078,2.854,13.17,2.992,2.357,3.58,4.582,1.978,1.788,2.094
3756,11.65,12.03,62.3,9.484,38.62,17.52,7.113,4.195,4.984,5.0,2.06,3.322
3757,30.2,21.66,29.86,26.7,26.38,34.53,18.8,13.8,15.164,10.15,9.625,13.06
3758,19.89,12.22,26.3,16.8,32.3,16.78,3.352,12.766,22.14,18.0,13.766,13.56
3759,29.75,32.97,32.5,24.55,66.94,39.9,3.705,15.03,30.16,24.17,18.25,20.39
3760,71.3,7.07,5.41,20.86,17.03,3.68,5.434,5.902,23.58,21.98,9.07,10.89
3761,14.734,8.77,11.15,7.54,25.66,9.54,3.994,4.74,14.016,18.44,4.973,4.56
3762,6.574,18.67,19.66,9.28,10.33,32.4,9.09,41.9,28.7,11.19,9.8,6.816
3763,1.171,4.77,3.521,1.82,1.682,6.152,4.137,6.156,14.484,0.708,1.17,1.203
3764,10.92,24.97,42.47,19.81,37.38,21.39,9.03,8.83,5.05,2.104,6.453,21.86
3765,8.7,11.54,18.61,10.48,7.027,21.66,4.617,5.37,29.16,11.59,4.695,9.63
3766,45.12,14.01,36.75,24.31,62.38,6.848,5.613,11.41,8.49,0.958,2.496,2.1
3767,4.727,12.31,14.99,12.88,5.184,13.21,3.344,20.78,11.625,10.57,1.972,2.266
3768,9.016,14.85,5.285,8.96,7.08,4.2,7.312,33.97,7.54,4.96,7.1,6.76
3769,27.39,8.586,3.307,13.125,18.33,6.457,9.91,8.94,11.13,6.074,6.6,5.258
3770,48.97,15.14,4.13,23.02,27.86,9.5,9.516,21.27,22.31,11.89,10.625,8.3
3771,68.06,6.64,18.61,131.6,44.6,11.7,75.7,69.8,66.5,41.97,131.9,160.0
3772,14.43,18.19,9.76,18.11,12.61,25.94,12.48,17.67,7.656,7.875,8.18,7.35
3773,10.07,9.96,48.66,7.336,47.56,17.95,6.85,7.594,8.46,5.96,1.923,1.903
3774,13.36,55.56,8.37,27.17,14.89,29.47,13.77,26.95,17.86,19.22,22.27,29.47
3775,15.68,16.7,14.64,15.31,22.78,17.12,3.838,3.314,12.77,14.06,14.0,13.78
3776,6.527,21.55,12.74,5.89,7.68,52.53,5.934,2.986,2.48,3.775,7.965,7.105
3777,13.14,41.25,9.96,20.95,5.21,76.06,6.574,16.56,29.0,52.4,30.39,23.47
3778,6.676,31.45,65.5,14.06,17.19,44.53,8.61,5.195,4.004,4.39,6.305,8.97
3779,36.16,22.67,15.45,24.3,63.44,13.75,17.73,3.443,7.656,10.02,11.79,6.777
3780,21.81,29.23,66.4,24.16,27.45,42.56,5.242,2.744,4.17,20.89,14.41,9.875
3781,13.336,14.46,38.66,12.555,14.42,19.58,3.863,7.83,18.39,12.35,6.22,6.85
3782,16.03,118.44,7.086,45.16,4.1,110.94,13.664,7.79,10.26,19.44,27.48,48.0
3783,5.914,11.7,27.45,11.016,7.21,36.34,16.2,6.69,5.902,2.514,12.914,10.31
3784,10.23,11.02,24.94,9.945,9.96,8.1,18.4,7.336,10.67,5.875,1.382,2.143
3785,5.086,3.271,30.95,3.96,7.016,36.1,5.46,34.25,12.09,7.668,1.991,2.072
3786,24.11,25.61,92.5,25.27,41.66,55.4,26.34,17.25,23.22,22.77,17.5,17.48
3787,30.22,17.89,12.17,34.8,11.445,16.67,25.28,21.36,20.4,20.34,9.39,23.2
3788,9.83,19.97,17.12,17.19,7.21,17.23,2.203,4.477,4.66,8.22,7.09,9.13
3789,7.277,18.9,3.125,15.555,4.062,9.875,3.133,10.945,26.28,29.39,18.8,12.695
3790,17.47,28.33,17.0,25.53,32.2,23.72,38.6,27.06,14.125,12.52,7.273,6.703
3791,4.562,4.375,14.12,4.844,5.19,21.16,8.71,23.0,12.484,5.22,1.853,3.174
3792,3.418,12.86,2.059,17.7,1.898,6.78,2.22,3.025,4.34,4.105,16.5,20.58
